 ,Orden del país,Trimestre,Año(aaaa)-Trimestre(t),Año(aaaa),Clasificación inversión directa,Descripción tipo inversión directa,Valor anual,Estado de la información,Periodicidad de la información
Jordania,50,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Kuwait,51,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Liberia,53,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Liechtenstein,54,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Lituania,55,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Luxemburgo,56,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"30,6949584854706",Definitivo,Trimestral
Líbano,52,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Malasia,57,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"0,29295565988048",Definitivo,Trimestral
México,58,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"153,284809355921",Definitivo,Trimestral
Nicaragua,59,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Noruega,60,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"1,08928226016497",Definitivo,Trimestral
Nueva Zelanda,61,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Otros Países,81,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"12,4760846527679",Definitivo,Trimestral
Panamá,63,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"462,030510415328",Definitivo,Trimestral
Paraguay,64,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Países Bajos,62,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"112,15578083387",Definitivo,Trimestral
Perú,65,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"14,2561938538686",Definitivo,Trimestral
Portugal,66,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"0,389280042350013",Definitivo,Trimestral
Puerto Rico,67,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"1,20815414",Definitivo,Trimestral
República Dominicana,69,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"0,378114310610504",Definitivo,Trimestral
Singapur,70,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"36,7648294774422",Definitivo,Trimestral
Sri Lanka,71,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Sudáfrica,74,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Suecia,72,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"82,1775625889988",Definitivo,Trimestral
Suiza,73,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"434,145509945506",Definitivo,Trimestral
Tailandia,75,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Taiwán,76,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Total paises,82,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"4068,1552427828",Definitivo,Trimestral
Ucrania,77,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Uruguay,78,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"16,7287745741884",Definitivo,Trimestral
Venezuela,79,2,2015-2,2015,Países,Inversión Extranjera Directa en Colombia,"27,631298633735",Definitivo,Trimestral
Afganistán,1,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Albania,2,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Alemania,3,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"15,8922294363517",Definitivo,Trimestral
Anguilla,4,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"22,721590822349",Definitivo,Trimestral
Antillas Holandesas,5,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"-0,102697705148144",Definitivo,Trimestral
Argentina,6,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"0,602317908273434",Definitivo,Trimestral
Aruba,7,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"0,042509618621397",Definitivo,Trimestral
Australia,8,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"7,43372402029707",Definitivo,Trimestral
Austria,9,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"5,13814485747349",Definitivo,Trimestral
Bahamas,10,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"8,33073373894208",Definitivo,Trimestral
Barbados,11,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"59,0332976306042",Definitivo,Trimestral
Belice,13,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Bermudas,14,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"453,75995776732",Definitivo,Trimestral
Bolivia,15,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"1,64380362",Definitivo,Trimestral
Brasil,16,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"4,98215564704741",Definitivo,Trimestral
Bélgica,12,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"73,5243093521853",Definitivo,Trimestral
Canadá,17,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"90,5391836155659",Definitivo,Trimestral
Chile,18,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"68,4660539707907",Definitivo,Trimestral
China,19,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"-1,7828231047486",Definitivo,Trimestral
Chipre,21,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"0,30765263",Definitivo,Trimestral
Corea del Sur,20,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"1,19081869815401",Definitivo,Trimestral
Costa Rica,22,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"4,20745636666867",Definitivo,Trimestral
Cuba,23,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Curazao,24,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"1,03863738532083",Definitivo,Trimestral
Dinamarca,25,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"0,460560432957117",Definitivo,Trimestral
Ecuador,26,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"5,40037166363748",Definitivo,Trimestral
El Salvador,27,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Escocia,28,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
España,29,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"374,088123529464",Definitivo,Trimestral
Estados Unidos,30,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"780,272860518246",Definitivo,Trimestral
Finlandia,31,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Francia,32,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"53,2216923044733",Definitivo,Trimestral
Gibraltar,33,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Grecia,34,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Guatemala,35,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Honduras,36,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Hong Kong,37,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Hungría,38,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
India,41,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"0,842842245685565",Definitivo,Trimestral
Inglaterra,42,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"91,1921182904299",Definitivo,Trimestral
Irlanda⁴,45,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"-3,0291885438111",Definitivo,Trimestral
Irán,44,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Isla de Man,46,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Islas Caimán,39,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"77,5103753466257",Definitivo,Trimestral
Islas Vírgenes Británicas,40,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"80,0324921047595",Definitivo,Trimestral
Israel,47,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"0,15531598972951",Definitivo,Trimestral
Italia,48,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"22,171879853105",Definitivo,Trimestral
Japón,49,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"5,17134576884302",Definitivo,Trimestral
Jordania,50,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Kuwait,51,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Liberia,53,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Liechtenstein,54,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Lituania,55,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Luxemburgo,56,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"18,2985568938403",Definitivo,Trimestral
Líbano,52,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Malasia,57,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"0,282776963273743",Definitivo,Trimestral
México,58,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"-463,244144161067",Definitivo,Trimestral
Nicaragua,59,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Noruega,60,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"88,9127918480337",Definitivo,Trimestral
Nueva Zelanda,61,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Otros Países,81,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"10,0993490268161",Definitivo,Trimestral
Panamá,63,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"598,350369422484",Definitivo,Trimestral
Paraguay,64,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Países Bajos,62,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"229,996004384057",Definitivo,Trimestral
Perú,65,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"1,17524531107792",Definitivo,Trimestral
Portugal,66,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"2,2187044987494",Definitivo,Trimestral
Puerto Rico,67,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"1,59404592",Definitivo,Trimestral
República Dominicana,69,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"0,006154568326032",Definitivo,Trimestral
Singapur,70,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"17,0477743606215",Definitivo,Trimestral
Sri Lanka,71,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Sudáfrica,74,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Suecia,72,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"38,7037126549614",Definitivo,Trimestral
Suiza,73,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"336,958509522008",Definitivo,Trimestral
Tailandia,75,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Taiwán,76,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Total paises,82,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"3248,54334900984",Definitivo,Trimestral
Ucrania,77,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Uruguay,78,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"43,7823290015151",Definitivo,Trimestral
Venezuela,79,1,2015-1,2015,Países,Inversión Extranjera Directa en Colombia,"19,9013230149262",Definitivo,Trimestral
Afganistán,1,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Afganistán,1,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Albania,2,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Albania,2,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Alemania,3,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"81,0350731821453",Definitivo,Anual
Alemania,3,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"80,6142292733956",Definitivo,Trimestral
Anguilla,4,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-163,38083364545",Definitivo,Anual
Anguilla,4,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-211,506156510954",Definitivo,Trimestral
Antillas Holandesas,5,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-0,133207404844696",Definitivo,Anual
Antillas Holandesas,5,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-0,033118294534338",Definitivo,Trimestral
Argentina,6,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-9,0565228604273",Definitivo,Anual
Argentina,6,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-11,8420971142932",Definitivo,Trimestral
Aruba,7,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"0,706848783798759",Definitivo,Anual
Aruba,7,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"0,139926058744011",Definitivo,Trimestral
Australia,8,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"28,7863817491882",Definitivo,Anual
Australia,8,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"16,1158776480159",Definitivo,Trimestral
Austria,9,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"6,20350764943338",Definitivo,Anual
Austria,9,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"3,32128525828377",Definitivo,Trimestral
Bahamas,10,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"47,6244934970168",Definitivo,Anual
Bahamas,10,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"13,4633033432855",Definitivo,Trimestral
Barbados,11,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"527,440817054453",Definitivo,Anual
Barbados,11,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"65,3750680392524",Definitivo,Trimestral
Belice,13,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Belice,13,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Bermudas,14,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"1017,00194977533",Definitivo,Anual
Bermudas,14,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"530,788548199902",Definitivo,Trimestral
Bolivia,15,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"2,11793532",Definitivo,Anual
Bolivia,15,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"1,00225715",Definitivo,Trimestral
Brasil,16,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"42,1635232510551",Definitivo,Anual
Brasil,16,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"10,3436401276293",Definitivo,Trimestral
Bélgica,12,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-56,8520153210597",Definitivo,Anual
Bélgica,12,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-78,7881921063439",Definitivo,Trimestral
Canadá,17,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"436,654109204128",Definitivo,Anual
Canadá,17,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"62,3729170626078",Definitivo,Trimestral
Chile,18,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"438,676111022469",Definitivo,Anual
Chile,18,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"275,304633995973",Definitivo,Trimestral
China,19,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"34,9110226447455",Definitivo,Anual
China,19,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"10,5803979141406",Definitivo,Trimestral
Chipre,21,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-7,26602309439822",Definitivo,Anual
Chipre,21,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-0,886209326780726",Definitivo,Trimestral
Corea del Sur,20,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"-1,58259024225452",Definitivo,Anual
Corea del Sur,20,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"2,07515493277995",Definitivo,Trimestral
Costa Rica,22,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"65,4938056015533",Definitivo,Anual
Costa Rica,22,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"47,4153500003669",Definitivo,Trimestral
Cuba,23,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Cuba,23,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Curazao,24,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"9,67552918955864",Definitivo,Anual
Curazao,24,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"5,94343495632634",Definitivo,Trimestral
Dinamarca,25,4,2014-4,2014,Países,Inversión Extranjera Directa en Colombia,"12,0805855737856",Definitivo,Anual
